year,race_ethnicity,total_count
2016,Sheltered TH Homeless - Hispanic/Latina/e/o,42330.0
2016,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,3394.0
2016,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,192828.0
2016,Sheltered TH Homeless - White,114554.0
2016,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1938.0
2016,Sheltered TH Homeless Individuals - Asian or Asian American,858.0
2016,"Sheltered TH Homeless Individuals - Black, African American, or African",44030.0
2016,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,15386.0
2016,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,696.0
2016,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,100636.0
2016,Sheltered TH Homeless Individuals - White,63618.0
2016,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",2938.0
2016,Sheltered TH Homeless People in Families - Asian or Asian American,1274.0
2016,"Sheltered TH Homeless People in Families - Black, African American, or African",51268.0
2016,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,26944.0
2016,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,2698.0
2016,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,92192.0
2016,Sheltered TH Homeless People in Families - White,50936.0
2016,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",518.0
2016,Sheltered TH Homeless Veterans - Asian or Asian American,190.0
2016,"Sheltered TH Homeless Veterans - Black, African American, or African",12108.0
2016,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,2332.0
2016,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,162.0
2016,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,29656.0
2016,Sheltered TH Homeless Veterans - White,18136.0
2016,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",15760.0
2016,Sheltered Total Homeless - Asian or Asian American,6952.0
2016,"Sheltered Total Homeless - Black, African American, or African",337246.0
2016,Sheltered Total Homeless - Hispanic/Latina/e/o,174282.0
2016,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,8998.0
2016,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,572860.0
2016,Sheltered Total Homeless - White,327762.0
2016,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",8744.0
2016,Sheltered Total Homeless Individuals - Asian or Asian American,3820.0
2016,"Sheltered Total Homeless Individuals - Black, African American, or African",165310.0
2016,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,60906.0
2016,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,3130.0
2016,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,335110.0
2016,Sheltered Total Homeless Individuals - White,198622.0
2016,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",7016.0
2016,Sheltered Total Homeless People in Families - Asian or Asian American,3132.0
2016,"Sheltered Total Homeless People in Families - Black, African American, or African",171936.0
2016,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,113376.0
2016,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,5868.0
2016,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,237750.0
2016,Sheltered Total Homeless People in Families - White,129140.0
2016,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",1002.0
2016,Sheltered Total Homeless Veterans - Asian or Asian American,306.0
2016,"Sheltered Total Homeless Veterans - Black, African American, or African",19738.0
2016,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3782.0
2016,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,250.0
2016,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,49026.0
2016,Sheltered Total Homeless Veterans - White,29948.0
2016,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",14698.0
2016,Unsheltered Homeless - Asian or Asian American,4254.0
2016,"Unsheltered Homeless - Black, African American, or African",93108.0
2016,Unsheltered Homeless - Hispanic/Latina/e/o,68316.0
2016,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,8470.0
2016,Unsheltered Homeless - Non-Hispanic/Latina/e/o,284398.0
2016,Unsheltered Homeless - White,203558.0
2016,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",13320.0
2016,Unsheltered Homeless Individuals - Asian or Asian American,4010.0
2016,"Unsheltered Homeless Individuals - Black, African American, or African",84890.0
2016,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,60158.0
2016,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,5378.0
2016,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,254250.0
2016,Unsheltered Homeless Individuals - White,181008.0
2016,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1378.0
2016,Unsheltered Homeless People in Families - Asian or Asian American,244.0
2016,"Unsheltered Homeless People in Families - Black, African American, or African",8218.0
2016,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,8158.0
2016,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,3092.0
2016,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,30148.0
2016,Unsheltered Homeless People in Families - White,22550.0
2016,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1172.0
2016,Unsheltered Homeless Veterans - Asian or Asian American,200.0
2016,"Unsheltered Homeless Veterans - Black, African American, or African",6236.0
2016,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,3334.0
2016,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,412.0
2016,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,22800.0
2016,Unsheltered Homeless Veterans - White,15982.0
2017,"Overall Homeless - American Indian, Alaska Native, or Indigenous",33482.0
2017,Overall Homeless - Asian or Asian American,13400.0
2017,"Overall Homeless - Black, African American, or African",447380.0
2017,Overall Homeless - Hispanic/Latina/e/o,236724.0
2017,Overall Homeless - Native Hawaiian or Other Pacific Islander,17030.0
2017,Overall Homeless - Non-Hispanic/Latina/e/o,865268.0
2017,Overall Homeless - White,519350.0
2017,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",24386.0
2017,Overall Homeless Individuals - Asian or Asian American,9562.0
2017,"Overall Homeless Individuals - Black, African American, or African",262536.0
2017,Overall Homeless Individuals - Hispanic/Latina/e/o,136454.0
2017,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,8426.0
2017,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,596716.0
2017,Overall Homeless Individuals - White,383004.0
2017,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",9096.0
2017,Overall Homeless People in Families - Asian or Asian American,3838.0
2017,"Overall Homeless People in Families - Black, African American, or African",184844.0
2017,Overall Homeless People in Families - Hispanic/Latina/e/o,100270.0
2017,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,8604.0
2017,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,268552.0
2017,Overall Homeless People in Families - White,136346.0
2017,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",2614.0
2017,Overall Homeless Veterans - Asian or Asian American,820.0
2017,"Overall Homeless Veterans - Black, African American, or African",26520.0
2017,Overall Homeless Veterans - Hispanic/Latina/e/o,8288.0
2017,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,752.0
2017,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,71752.0
2017,Overall Homeless Veterans - White,45490.0
2017,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",12456.0
2017,Sheltered ES Homeless - Asian or Asian American,5142.0
2017,"Sheltered ES Homeless - Black, African American, or African",257442.0
2017,Sheltered ES Homeless - Hispanic/Latina/e/o,114812.0
2017,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,5614.0
2017,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,410048.0
2017,Sheltered ES Homeless - White,213086.0
2017,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",7520.0
2017,Sheltered ES Homeless Individuals - Asian or Asian American,2930.0
2017,"Sheltered ES Homeless Individuals - Black, African American, or African",117090.0
2017,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,43394.0
2017,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,2376.0
2017,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,238292.0
2017,Sheltered ES Homeless Individuals - White,136270.0
2017,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",4936.0
2017,Sheltered ES Homeless People in Families - Asian or Asian American,2212.0
2017,"Sheltered ES Homeless People in Families - Black, African American, or African",140352.0
2017,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,71418.0
2017,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,3238.0
2017,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,171756.0
2017,Sheltered ES Homeless People in Families - White,76816.0
2017,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",586.0
2017,Sheltered ES Homeless Veterans - Asian or Asian American,164.0
2017,"Sheltered ES Homeless Veterans - Black, African American, or African",7396.0
2017,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1804.0
2017,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,126.0
2017,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,19204.0
2017,Sheltered ES Homeless Veterans - White,11838.0
2017,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",20.0
2017,Sheltered SH Homeless - Asian or Asian American,62.0
2017,"Sheltered SH Homeless - Black, African American, or African",1084.0
2017,Sheltered SH Homeless - Hispanic/Latina/e/o,266.0
2017,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,10.0
2017,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,2660.0
2017,Sheltered SH Homeless - White,1510.0
2017,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",20.0
2017,Sheltered SH Homeless Individuals - Asian or Asian American,62.0
2017,"Sheltered SH Homeless Individuals - Black, African American, or African",1084.0
2017,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,266.0
2017,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,10.0
2017,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,2660.0
2017,Sheltered SH Homeless Individuals - White,1510.0
2017,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",2.0
2017,Sheltered SH Homeless Veterans - Asian or Asian American,6.0
2017,"Sheltered SH Homeless Veterans - Black, African American, or African",270.0
2017,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,50.0
2017,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,2.0
2017,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,570.0
2017,Sheltered SH Homeless Veterans - White,314.0
2017,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",4972.0
2017,Sheltered TH Homeless - Asian or Asian American,2202.0
2017,"Sheltered TH Homeless - Black, African American, or African",76452.0
2017,Sheltered TH Homeless - Hispanic/Latina/e/o,34922.0
2017,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,3346.0
2017,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,159026.0
2017,Sheltered TH Homeless - White,94382.0
2017,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",2030.0
2017,Sheltered TH Homeless Individuals - Asian or Asian American,1024.0
2017,"Sheltered TH Homeless Individuals - Black, African American, or African",38936.0
2017,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,13244.0
2017,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,676.0
2017,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,88432.0
2017,Sheltered TH Homeless Individuals - White,54666.0
2017,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",2942.0
2017,Sheltered TH Homeless People in Families - Asian or Asian American,1178.0
2017,"Sheltered TH Homeless People in Families - Black, African American, or African",37516.0
2017,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,21678.0
2017,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,2670.0
2017,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,70594.0
2017,Sheltered TH Homeless People in Families - White,39716.0
2017,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",404.0
2017,Sheltered TH Homeless Veterans - Asian or Asian American,206.0
2017,"Sheltered TH Homeless Veterans - Black, African American, or African",10824.0
2017,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1964.0
2017,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,140.0
2017,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,25788.0
2017,Sheltered TH Homeless Veterans - White,15284.0
2017,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",17448.0
2017,Sheltered Total Homeless - Asian or Asian American,7406.0
2017,"Sheltered Total Homeless - Black, African American, or African",334978.0
2017,Sheltered Total Homeless - Hispanic/Latina/e/o,150000.0
2017,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,8970.0
2017,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,571734.0
2017,Sheltered Total Homeless - White,308978.0
2017,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",9570.0
2017,Sheltered Total Homeless Individuals - Asian or Asian American,4016.0
2017,"Sheltered Total Homeless Individuals - Black, African American, or African",157110.0
2017,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,56904.0
2017,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,3062.0
2017,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,329384.0
2017,Sheltered Total Homeless Individuals - White,192446.0
2017,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",7878.0
2017,Sheltered Total Homeless People in Families - Asian or Asian American,3390.0
2017,"Sheltered Total Homeless People in Families - Black, African American, or African",177868.0
2017,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,93096.0
2017,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,5908.0
2017,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,242350.0
2017,Sheltered Total Homeless People in Families - White,116532.0
2017,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",992.0
2017,Sheltered Total Homeless Veterans - Asian or Asian American,376.0
2017,"Sheltered Total Homeless Veterans - Black, African American, or African",18490.0
2017,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3818.0
2017,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,268.0
2017,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,45562.0
2017,Sheltered Total Homeless Veterans - White,27436.0
2017,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",16034.0
2017,Unsheltered Homeless - Asian or Asian American,5994.0
2017,"Unsheltered Homeless - Black, African American, or African",112402.0
2017,Unsheltered Homeless - Hispanic/Latina/e/o,86724.0
2017,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,8060.0
2017,Unsheltered Homeless - Non-Hispanic/Latina/e/o,293534.0
2017,Unsheltered Homeless - White,210372.0
2017,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",14816.0
2017,Unsheltered Homeless Individuals - Asian or Asian American,5546.0
2017,"Unsheltered Homeless Individuals - Black, African American, or African",105426.0
2017,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,79550.0
2017,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,5364.0
2017,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,267332.0
2017,Unsheltered Homeless Individuals - White,190558.0
2017,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1218.0
2017,Unsheltered Homeless People in Families - Asian or Asian American,448.0
2017,"Unsheltered Homeless People in Families - Black, African American, or African",6976.0
2017,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,7174.0
2017,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,2696.0
2017,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,26202.0
2017,Unsheltered Homeless People in Families - White,19814.0
2017,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1622.0
2017,Unsheltered Homeless Veterans - Asian or Asian American,444.0
2017,"Unsheltered Homeless Veterans - Black, African American, or African",8030.0
2017,Unsheltered Homeless Veterans - Hispanic/Latina/e/o,4470.0
2017,Unsheltered Homeless Veterans - Native Hawaiian or Other Pacific Islander,484.0
2017,Unsheltered Homeless Veterans - Non-Hispanic/Latina/e/o,26190.0
2017,Unsheltered Homeless Veterans - White,18054.0
2018,"Overall Homeless - American Indian, Alaska Native, or Indigenous",30828.0
2018,Overall Homeless - Asian or Asian American,13286.0
2018,"Overall Homeless - Black, African American, or African",439618.0
2018,Overall Homeless - Hispanic/Latina/e/o,244952.0
2018,Overall Homeless - Native Hawaiian or Other Pacific Islander,16078.0
2018,Overall Homeless - Non-Hispanic/Latina/e/o,860708.0
2018,Overall Homeless - White,541136.0
2018,"Overall Homeless Individuals - American Indian, Alaska Native, or Indigenous",23624.0
2018,Overall Homeless Individuals - Asian or Asian American,9838.0
2018,"Overall Homeless Individuals - Black, African American, or African",257482.0
2018,Overall Homeless Individuals - Hispanic/Latina/e/o,140846.0
2018,Overall Homeless Individuals - Native Hawaiian or Other Pacific Islander,8256.0
2018,Overall Homeless Individuals - Non-Hispanic/Latina/e/o,603988.0
2018,Overall Homeless Individuals - White,404092.0
2018,"Overall Homeless People in Families - American Indian, Alaska Native, or Indigenous",7204.0
2018,Overall Homeless People in Families - Asian or Asian American,3448.0
2018,"Overall Homeless People in Families - Black, African American, or African",182136.0
2018,Overall Homeless People in Families - Hispanic/Latina/e/o,104106.0
2018,Overall Homeless People in Families - Native Hawaiian or Other Pacific Islander,7822.0
2018,Overall Homeless People in Families - Non-Hispanic/Latina/e/o,256720.0
2018,Overall Homeless People in Families - White,137044.0
2018,"Overall Homeless Veterans - American Indian, Alaska Native, or Indigenous",2336.0
2018,Overall Homeless Veterans - Asian or Asian American,648.0
2018,"Overall Homeless Veterans - Black, African American, or African",24592.0
2018,Overall Homeless Veterans - Hispanic/Latina/e/o,8078.0
2018,Overall Homeless Veterans - Native Hawaiian or Other Pacific Islander,612.0
2018,Overall Homeless Veterans - Non-Hispanic/Latina/e/o,67678.0
2018,Overall Homeless Veterans - White,43650.0
2018,"Sheltered ES Homeless - American Indian, Alaska Native, or Indigenous",11674.0
2018,Sheltered ES Homeless - Asian or Asian American,5394.0
2018,"Sheltered ES Homeless - Black, African American, or African",273872.0
2018,Sheltered ES Homeless - Hispanic/Latina/e/o,127212.0
2018,Sheltered ES Homeless - Native Hawaiian or Other Pacific Islander,5614.0
2018,Sheltered ES Homeless - Non-Hispanic/Latina/e/o,424198.0
2018,Sheltered ES Homeless - White,229336.0
2018,"Sheltered ES Homeless Individuals - American Indian, Alaska Native, or Indigenous",7372.0
2018,Sheltered ES Homeless Individuals - Asian or Asian American,3402.0
2018,"Sheltered ES Homeless Individuals - Black, African American, or African",128076.0
2018,Sheltered ES Homeless Individuals - Hispanic/Latina/e/o,47674.0
2018,Sheltered ES Homeless Individuals - Native Hawaiian or Other Pacific Islander,2578.0
2018,Sheltered ES Homeless Individuals - Non-Hispanic/Latina/e/o,249854.0
2018,Sheltered ES Homeless Individuals - White,145464.0
2018,"Sheltered ES Homeless People in Families - American Indian, Alaska Native, or Indigenous",4302.0
2018,Sheltered ES Homeless People in Families - Asian or Asian American,1992.0
2018,"Sheltered ES Homeless People in Families - Black, African American, or African",145796.0
2018,Sheltered ES Homeless People in Families - Hispanic/Latina/e/o,79538.0
2018,Sheltered ES Homeless People in Families - Native Hawaiian or Other Pacific Islander,3036.0
2018,Sheltered ES Homeless People in Families - Non-Hispanic/Latina/e/o,174344.0
2018,Sheltered ES Homeless People in Families - White,83872.0
2018,"Sheltered ES Homeless Veterans - American Indian, Alaska Native, or Indigenous",564.0
2018,Sheltered ES Homeless Veterans - Asian or Asian American,150.0
2018,"Sheltered ES Homeless Veterans - Black, African American, or African",7934.0
2018,Sheltered ES Homeless Veterans - Hispanic/Latina/e/o,1758.0
2018,Sheltered ES Homeless Veterans - Native Hawaiian or Other Pacific Islander,126.0
2018,Sheltered ES Homeless Veterans - Non-Hispanic/Latina/e/o,19620.0
2018,Sheltered ES Homeless Veterans - White,11792.0
2018,"Sheltered SH Homeless - American Indian, Alaska Native, or Indigenous",64.0
2018,Sheltered SH Homeless - Asian or Asian American,36.0
2018,"Sheltered SH Homeless - Black, African American, or African",1546.0
2018,Sheltered SH Homeless - Hispanic/Latina/e/o,424.0
2018,Sheltered SH Homeless - Native Hawaiian or Other Pacific Islander,10.0
2018,Sheltered SH Homeless - Non-Hispanic/Latina/e/o,3470.0
2018,Sheltered SH Homeless - White,1980.0
2018,"Sheltered SH Homeless Individuals - American Indian, Alaska Native, or Indigenous",64.0
2018,Sheltered SH Homeless Individuals - Asian or Asian American,36.0
2018,"Sheltered SH Homeless Individuals - Black, African American, or African",1546.0
2018,Sheltered SH Homeless Individuals - Hispanic/Latina/e/o,424.0
2018,Sheltered SH Homeless Individuals - Native Hawaiian or Other Pacific Islander,10.0
2018,Sheltered SH Homeless Individuals - Non-Hispanic/Latina/e/o,3470.0
2018,Sheltered SH Homeless Individuals - White,1980.0
2018,"Sheltered SH Homeless Veterans - American Indian, Alaska Native, or Indigenous",16.0
2018,Sheltered SH Homeless Veterans - Asian or Asian American,4.0
2018,"Sheltered SH Homeless Veterans - Black, African American, or African",536.0
2018,Sheltered SH Homeless Veterans - Hispanic/Latina/e/o,94.0
2018,Sheltered SH Homeless Veterans - Native Hawaiian or Other Pacific Islander,2.0
2018,Sheltered SH Homeless Veterans - Non-Hispanic/Latina/e/o,1180.0
2018,Sheltered SH Homeless Veterans - White,668.0
2018,"Sheltered TH Homeless - American Indian, Alaska Native, or Indigenous",3518.0
2018,Sheltered TH Homeless - Asian or Asian American,1746.0
2018,"Sheltered TH Homeless - Black, African American, or African",62014.0
2018,Sheltered TH Homeless - Hispanic/Latina/e/o,28724.0
2018,Sheltered TH Homeless - Native Hawaiian or Other Pacific Islander,2730.0
2018,Sheltered TH Homeless - Non-Hispanic/Latina/e/o,132698.0
2018,Sheltered TH Homeless - White,82030.0
2018,"Sheltered TH Homeless Individuals - American Indian, Alaska Native, or Indigenous",1666.0
2018,Sheltered TH Homeless Individuals - Asian or Asian American,914.0
2018,"Sheltered TH Homeless Individuals - Black, African American, or African",32320.0
2018,Sheltered TH Homeless Individuals - Hispanic/Latina/e/o,11658.0
2018,Sheltered TH Homeless Individuals - Native Hawaiian or Other Pacific Islander,644.0
2018,Sheltered TH Homeless Individuals - Non-Hispanic/Latina/e/o,75600.0
2018,Sheltered TH Homeless Individuals - White,48100.0
2018,"Sheltered TH Homeless People in Families - American Indian, Alaska Native, or Indigenous",1852.0
2018,Sheltered TH Homeless People in Families - Asian or Asian American,832.0
2018,"Sheltered TH Homeless People in Families - Black, African American, or African",29694.0
2018,Sheltered TH Homeless People in Families - Hispanic/Latina/e/o,17066.0
2018,Sheltered TH Homeless People in Families - Native Hawaiian or Other Pacific Islander,2086.0
2018,Sheltered TH Homeless People in Families - Non-Hispanic/Latina/e/o,57098.0
2018,Sheltered TH Homeless People in Families - White,33930.0
2018,"Sheltered TH Homeless Veterans - American Indian, Alaska Native, or Indigenous",366.0
2018,Sheltered TH Homeless Veterans - Asian or Asian American,182.0
2018,"Sheltered TH Homeless Veterans - Black, African American, or African",9098.0
2018,Sheltered TH Homeless Veterans - Hispanic/Latina/e/o,1768.0
2018,Sheltered TH Homeless Veterans - Native Hawaiian or Other Pacific Islander,134.0
2018,Sheltered TH Homeless Veterans - Non-Hispanic/Latina/e/o,22204.0
2018,Sheltered TH Homeless Veterans - White,13494.0
2018,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",15256.0
2018,Sheltered Total Homeless - Asian or Asian American,7176.0
2018,"Sheltered Total Homeless - Black, African American, or African",337432.0
2018,Sheltered Total Homeless - Hispanic/Latina/e/o,156360.0
2018,Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,8354.0
2018,Sheltered Total Homeless - Non-Hispanic/Latina/e/o,560366.0
2018,Sheltered Total Homeless - White,313346.0
2018,"Sheltered Total Homeless Individuals - American Indian, Alaska Native, or Indigenous",9102.0
2018,Sheltered Total Homeless Individuals - Asian or Asian American,4352.0
2018,"Sheltered Total Homeless Individuals - Black, African American, or African",161942.0
2018,Sheltered Total Homeless Individuals - Hispanic/Latina/e/o,59756.0
2018,Sheltered Total Homeless Individuals - Native Hawaiian or Other Pacific Islander,3232.0
2018,Sheltered Total Homeless Individuals - Non-Hispanic/Latina/e/o,328924.0
2018,Sheltered Total Homeless Individuals - White,195544.0
2018,"Sheltered Total Homeless People in Families - American Indian, Alaska Native, or Indigenous",6154.0
2018,Sheltered Total Homeless People in Families - Asian or Asian American,2824.0
2018,"Sheltered Total Homeless People in Families - Black, African American, or African",175490.0
2018,Sheltered Total Homeless People in Families - Hispanic/Latina/e/o,96604.0
2018,Sheltered Total Homeless People in Families - Native Hawaiian or Other Pacific Islander,5122.0
2018,Sheltered Total Homeless People in Families - Non-Hispanic/Latina/e/o,231442.0
2018,Sheltered Total Homeless People in Families - White,117802.0
2018,"Sheltered Total Homeless Veterans - American Indian, Alaska Native, or Indigenous",946.0
2018,Sheltered Total Homeless Veterans - Asian or Asian American,336.0
2018,"Sheltered Total Homeless Veterans - Black, African American, or African",17568.0
2018,Sheltered Total Homeless Veterans - Hispanic/Latina/e/o,3620.0
2018,Sheltered Total Homeless Veterans - Native Hawaiian or Other Pacific Islander,262.0
2018,Sheltered Total Homeless Veterans - Non-Hispanic/Latina/e/o,43004.0
2018,Sheltered Total Homeless Veterans - White,25954.0
2018,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",15572.0
2018,Unsheltered Homeless - Asian or Asian American,6110.0
2018,"Unsheltered Homeless - Black, African American, or African",102186.0
2018,Unsheltered Homeless - Hispanic/Latina/e/o,88592.0
2018,Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,7724.0
2018,Unsheltered Homeless - Non-Hispanic/Latina/e/o,300342.0
2018,Unsheltered Homeless - White,227790.0
2018,"Unsheltered Homeless Individuals - American Indian, Alaska Native, or Indigenous",14522.0
2018,Unsheltered Homeless Individuals - Asian or Asian American,5486.0
2018,"Unsheltered Homeless Individuals - Black, African American, or African",95540.0
2018,Unsheltered Homeless Individuals - Hispanic/Latina/e/o,81090.0
2018,Unsheltered Homeless Individuals - Native Hawaiian or Other Pacific Islander,5024.0
2018,Unsheltered Homeless Individuals - Non-Hispanic/Latina/e/o,275064.0
2018,Unsheltered Homeless Individuals - White,208548.0
2018,"Unsheltered Homeless People in Families - American Indian, Alaska Native, or Indigenous",1050.0
2018,Unsheltered Homeless People in Families - Asian or Asian American,624.0
2018,"Unsheltered Homeless People in Families - Black, African American, or African",6646.0
2018,Unsheltered Homeless People in Families - Hispanic/Latina/e/o,7502.0
2018,Unsheltered Homeless People in Families - Native Hawaiian or Other Pacific Islander,2700.0
2018,Unsheltered Homeless People in Families - Non-Hispanic/Latina/e/o,25278.0
2018,Unsheltered Homeless People in Families - White,19242.0
2018,"Unsheltered Homeless Veterans - American Indian, Alaska Native, or Indigenous",1390.0
2018,Unsheltered Homeless Veterans - Asian or Asian American,312.0
2018,"Unsheltered Homeless Veterans - Black, African American, or African",7024.0
